database	pathway	gene
position	chr10p11	ARL6IP1P2
position	chr10p11	ANKRD30A
position	chr10p11	RNU6-811P
position	chr10p11	LINC00993
position	chr10p11	RN7SL314P
position	chr10p11	TMEM161BP1
position	chr10p11	VN1R53P
position	chr10p11	TACC1P1
position	chr10p11	MTND1P18
position	chr10p11	MTRNR2L7
position	chr10p11	ZNF248
position	chr10p11	ZNF33BP1
position	chr10p11	TLK2P2
position	chr10p11	ZNF37CP
position	chr10p11	ZNF33CP
position	chr10p11	ZNF25
position	chr10p11	ZNF25-DT
position	chr10p11	ZNF33A
position	chr10p11	RNU6-795P
position	chr10p11	EIF3LP3
position	chr10p11	FXYD6P2
position	chr10p11	ZNF37A
position	chr10p11	AL117339.4
position	chr10p11	CCNYL4
position	chr10p11	HSD17B7P2
position	chr10p11	SEPTIN7P9
position	chr10p11	RNU6-1118P
position	chr10p11	CICP9
position	chr10p11	ABCD1P2
position	chr10p11	PABPC1P12
position	chr10p11	SLC9B1P3
position	chr10p11	ACTR3BP5
position	chr10p11	CHEK2P5
position	chr10p12	ST8SIA6
position	chr10p12	ST8SIA6-AS1
position	chr10p12	PRPF38AP2
position	chr10p12	HACD1
position	chr10p12	STAM-AS1
position	chr10p12	STAM
position	chr10p12	TMEM236
position	chr10p12	MRC1
position	chr10p12	MIR511
position	chr10p12	SLC39A12
position	chr10p12	SLC39A12-AS1
position	chr10p12	CACNB2
position	chr10p12	NSUN6
position	chr10p12	ARL5B
position	chr10p12	AIFM1P1
position	chr10p12	MALRD1
position	chr10p12	UBE2V2P1
position	chr10p12	HMGN1P20
position	chr10p12	RNA5SP303
position	chr10p12	AL157895.1
position	chr10p12	MTND1P37
position	chr10p12	MTND2P16
position	chr10p12	RNU6-1212P
position	chr10p12	PLXDC2
position	chr10p12	AMD1P1
position	chr10p12	MIR4675
position	chr10p12	NEBL
position	chr10p12	MTND1P21
position	chr10p12	EIF4BP2
position	chr10p12	NPM1P30
position	chr10p12	NEBL-AS1
position	chr10p12	LUZP4P1
position	chr10p12	RNU6-15P
position	chr10p12	LINC02643
position	chr10p12	RNMTL1P1
position	chr10p12	MIR1915HG
position	chr10p12	MIR1915
position	chr10p12	SKIDA1
position	chr10p12	MLLT10
position	chr10p12	RNU6-306P
position	chr10p12	HNRNPRP1
position	chr10p12	RNU6-1141P
position	chr10p12	DNAJC1
position	chr10p12	RN7SKP219
position	chr10p12	RN7SKP37
position	chr10p12	ADIPOR1P1
position	chr10p12	EBLN1
position	chr10p12	PSME2P6
position	chr10p12	RPL31P45
position	chr10p12	COMMD3
position	chr10p12	COMMD3-BMI1
position	chr10p12	BMI1
position	chr10p12	SPAG6
position	chr10p12	PIP4K2A
position	chr10p12	RNU6-413P
position	chr10p12	ARMC3
position	chr10p12	RNA5SP304
position	chr10p12	MSRB2
position	chr10p12	YWHAZP3
position	chr10p12	PTF1A
position	chr10p12	C10orf67
position	chr10p12	AL606469.1
position	chr10p12	OTUD1
position	chr10p12	KIAA1217
position	chr10p12	NUP35P1
position	chr10p12	MIR603
position	chr10p12	ARHGAP21
position	chr10p12	RNA5SP305
position	chr10p12	PRTFDC1
position	chr10p12	RN7SKP241
position	chr10p12	ENKUR
position	chr10p12	THNSL1
position	chr10p12	LINC01516
position	chr10p12	GPR158-AS1
position	chr10p12	GPR158
position	chr10p12	RN7SKP220
position	chr10p12	GPN3P1
position	chr10p12	LINC00836
position	chr10p12	HIRAP1
position	chr10p12	RNA5SP306
position	chr10p12	RNU6-632P
position	chr10p12	MYO3A
position	chr10p12	GAD2
position	chr10p12	APBB1IP
position	chr10p12	RNA5SP307
position	chr10p12	FAM238A
position	chr10p12	FAM238B
position	chr10p12	SELENOOLP
position	chr10p12	PDSS1
position	chr10p12	HSPA8P3
position	chr10p12	ABI1
position	chr10p12	RNU6-946P
position	chr10p12	FAM238C
position	chr10p12	ANKRD26
position	chr10p12	RNU6-490P
position	chr10p12	YME1L1
position	chr10p12	MASTL
position	chr10p12	RNU2-24P
position	chr10p12	ACBD5
position	chr10p12	RNU7-12P
position	chr10p12	LRRC37A6P
position	chr10p12	ARMC4P1
position	chr10p12	RNU6-666P
position	chr10p12	RNU6-452P
position	chr10p12	LINC02673
position	chr10p12	FAM210CP
position	chr10p12	TRIAP1P1
position	chr10p12	PTCHD3
position	chr10p12	RAB18
position	chr10p12	LINC02680
position	chr10p12	MKX
position	chr10p12	MKX-AS1
position	chr10p12	ARMC4
position	chr10p12	RN7SKP132
position	chr10p12	RPL36AP55
position	chr10p12	MRPS21P5
position	chr10p12	MPP7
position	chr10p12	MIR8086
position	chr10p12	MPP7-DT
position	chr10p12	ZNF101P1
position	chr10p12	LINC02652
position	chr10p12	RPSAP10
position	chr10p12	RN7SKP39
position	chr10p12	WAC-AS1
position	chr10p12	WAC
position	chr10p12	RNU4ATAC6P
position	chr10p12	TPRKBP1
position	chr10p12	RNU6-1067P
position	chr10p12	BAMBI
position	chr10p12	LINC01517
position	chr10p12	RNU6-270P
position	chr10p12	LINC00837
position	chr10p12	RNA5SP308
position	chr10p12	RPL21P93
position	chr10p12	LYZL1
position	chr10p13	RN7SL198P
position	chr10p13	CAMK1D
position	chr10p13	RNU6ATAC39P
position	chr10p13	MIR4480
position	chr10p13	MIR4481
position	chr10p13	MIR548Q
position	chr10p13	CCDC3
position	chr10p13	RNA5SP300
position	chr10p13	RPL5P25
position	chr10p13	OPTN
position	chr10p13	SNRPGP5
position	chr10p13	BTBD7P1
position	chr10p13	RPL36AP36
position	chr10p13	MCM10
position	chr10p13	RNU6-6P
position	chr10p13	UCMA
position	chr10p13	PHYH
position	chr10p13	RBISP1
position	chr10p13	SEPHS1
position	chr10p13	BEND7
position	chr10p13	PRPF18
position	chr10p13	RPL6P24
position	chr10p13	FRMD4A
position	chr10p13	RNA5SP301
position	chr10p13	NUTF2P5
position	chr10p13	MIR4293
position	chr10p13	MIR1265
position	chr10p13	FAM107B
position	chr10p13	RNA5SP302
position	chr10p13	RPSAP7
position	chr10p13	CDNF
position	chr10p13	HSPA14
position	chr10p13	SUV39H2
position	chr10p13	DCLRE1C
position	chr10p13	MEIG1
position	chr10p13	OR7E110P
position	chr10p13	OR7E26P
position	chr10p13	OR7E115P
position	chr10p13	DCLRE1CP1
position	chr10p13	OLAH
position	chr10p13	ACBD7
position	chr10p13	GAPDHP45
position	chr10p13	RPP38-DT
position	chr10p13	RPP38
position	chr10p13	NMT2
position	chr10p13	PPIAP30
position	chr10p13	FAM171A1
position	chr10p13	ITGA8
position	chr10p13	MINDY3
position	chr10p13	FTLP19
position	chr10p13	RNU6-1075P
position	chr10p13	LINC02654
position	chr10p13	PTER
position	chr10p13	RNU2-18P
position	chr10p13	C1QL3
position	chr10p13	AL353576.1
position	chr10p13	RSU1
position	chr10p13	AL365215.2
position	chr10p13	CUBN
position	chr10p13	TRDMT1
position	chr10p13	VIM-AS1
position	chr10p13	VIM
position	chr10p14	LINC02648
position	chr10p14	LINP1
position	chr10p14	LINC00706
position	chr10p14	LINC00707
position	chr10p14	LINC02665
position	chr10p14	SFMBT2
position	chr10p14	COX6CP17
position	chr10p14	LINC02642
position	chr10p14	RNU6-535P
position	chr10p14	ITIH5
position	chr10p14	ITIH2
position	chr10p14	KIN
position	chr10p14	ATP5F1C
position	chr10p14	TAF3
position	chr10p14	GATA3
position	chr10p14	GATA3-AS1
position	chr10p14	PRPF38AP1
position	chr10p14	LINC00708
position	chr10p14	KRT8P37
position	chr10p14	CHCHD3P1
position	chr10p14	RNA5SP299
position	chr10p14	LINC02676
position	chr10p14	LINC00709
position	chr10p14	HSP90AB7P
position	chr10p14	LINC02663
position	chr10p14	LINC02670
position	chr10p14	ELOCP3
position	chr10p14	CUX2P1
position	chr10p14	CELF2-DT
position	chr10p14	SFTA1P
position	chr10p14	CELF2
position	chr10p14	LINC00710
position	chr10p14	CELF2-AS2
position	chr10p14	CELF2-AS1
position	chr10p14	USP6NL
position	chr10p14	AL512631.2
position	chr10p14	ECHDC3
position	chr10p14	PROSER2
position	chr10p14	PROSER2-AS1
position	chr10p14	UPF2
position	chr10p14	RNU6-1095P
position	chr10p14	DHTKD1
position	chr10p14	RNU6-88P
position	chr10p14	SEC61A2
position	chr10p14	MIR548AK
position	chr10p14	NUDT5
position	chr10p14	CDC123
position	chr10p15	TUBB8
position	chr10p15	IL9RP2
position	chr10p15	ZMYND11
position	chr10p15	RNA5SP297
position	chr10p15	DIP2C
position	chr10p15	RNA5SP298
position	chr10p15	RN7SL754P
position	chr10p15	AL358216.1
position	chr10p15	MIR5699
position	chr10p15	PRR26
position	chr10p15	LARP4B
position	chr10p15	AL359878.2
position	chr10p15	AL359878.1
position	chr10p15	GTPBP4
position	chr10p15	IDI2
position	chr10p15	IDI2-AS1
position	chr10p15	IDI1
position	chr10p15	WDR37
position	chr10p15	LINC00200
position	chr10p15	ADARB2
position	chr10p15	ADARB2-AS1
position	chr10p15	LINC00700
position	chr10p15	MIR6072
position	chr10p15	RNU6-889P
position	chr10p15	LINC02662
position	chr10p15	RNU6-576P
position	chr10p15	LINC00701
position	chr10p15	LINC02645
position	chr10p15	AL731533.2
position	chr10p15	PFKP
position	chr10p15	PITRM1
position	chr10p15	PITRM1-AS1
position	chr10p15	LINC02668
position	chr10p15	LINC02669
position	chr10p15	KLF6
position	chr10p15	LINC02639
position	chr10p15	LINC02660
position	chr10p15	MIR6078
position	chr10p15	AC025822.2
position	chr10p15	LINC00702
position	chr10p15	LINC00703
position	chr10p15	RNU6-163P
position	chr10p15	MANCR
position	chr10p15	LINC00705
position	chr10p15	AKR1E2
position	chr10p15	AKR1C6P
position	chr10p15	AKR1C1
position	chr10p15	AKR1C2
position	chr10p15	AKR1C3
position	chr10p15	AKR1C5P
position	chr10p15	AKR1C8P
position	chr10p15	AKR1C4
position	chr10p15	ARL4AP3
position	chr10p15	LINC02561
position	chr10p15	AKR1C7P
position	chr10p15	RPL26P28
position	chr10p15	UCN3
position	chr10p15	TUBAL3
position	chr10p15	NET1
position	chr10p15	CALML5
position	chr10p15	CALML3-AS1
position	chr10p15	CALML3
position	chr10p15	AL732437.3
position	chr10p15	AL732437.2
position	chr10p15	LASTR
position	chr10p15	RN7SL445P
position	chr10p15	ASB13
position	chr10p15	TASOR2
position	chr10p15	GDI2
position	chr10p15	NRBF2P5
position	chr10p15	ANKRD16
position	chr10p15	RPL12P28
position	chr10p15	FBH1
position	chr10p15	IL15RA
position	chr10p15	IL2RA
position	chr10p15	RPL32P23
position	chr10p15	RBM17
position	chr10p15	PFKFB3
position	chr10p15	RN7SKP78
position	chr10p15	MIR3155A
position	chr10p15	MIR3155B
position	chr10p15	LINC02649
position	chr10p15	SDCBPP1
position	chr10p15	LINC02656
position	chr10p15	PRKCQ
position	chr10p15	PRKCQ-AS1
position	chr10q11	KSR1P1
position	chr10q11	IGKV1OR10-1
position	chr10q11	PABPC1P8
position	chr10q11	BX322639.1
position	chr10q11	CCNYL2
position	chr10q11	LINC00839
position	chr10q11	ZNF37BP
position	chr10q11	FXYD6P1
position	chr10q11	EIF3LP2
position	chr10q11	ZNF33B
position	chr10q11	RNU6-1170P
position	chr10q11	LINC01518
position	chr10q11	VN1R54P
position	chr10q11	CUBNP1
position	chr10q11	LINC02632
position	chr10q11	RSU1P1
position	chr10q11	DUXAP3
position	chr10q11	BMS1
position	chr10q11	RNU6-885P
position	chr10q11	LINC02623
position	chr10q11	LINC01264
position	chr10q11	MIR5100
position	chr10q11	RET
position	chr10q11	CSGALNACT2
position	chr10q11	RASGEF1A
position	chr10q11	LINC02633
position	chr10q11	RNU6ATAC11P
position	chr10q11	FXYD4
position	chr10q11	HNRNPF
position	chr10q11	SNORD3J
position	chr10q11	ZNF487
position	chr10q11	RNU7-193P
position	chr10q11	ZNF239
position	chr10q11	CAP1P2
position	chr10q11	ZNF485
position	chr10q11	ZNF32-AS3
position	chr10q11	RPL21P88
position	chr10q11	ZNF32
position	chr10q11	ZNF32-AS1
position	chr10q11	ZNF32-AS2
position	chr10q11	AL355989.1
position	chr10q11	UQCRHP3
position	chr10q11	ELOCP30
position	chr10q11	LINC02658
position	chr10q11	LINC00840
position	chr10q11	HNRNPA3P1
position	chr10q11	LINC02659
position	chr10q11	LINC00841
position	chr10q11	LINC02881
position	chr10q11	CXCL12
position	chr10q11	RPL9P21
position	chr10q11	TMEM72-AS1
position	chr10q11	EIF2AP4
position	chr10q11	TMEM72
position	chr10q11	RASSF4
position	chr10q11	DEPP1
position	chr10q11	ZNF22-AS1
position	chr10q11	ZNF22
position	chr10q11	CEP164P1
position	chr10q11	DUXAP4
position	chr10q11	RPS19P7
position	chr10q11	RSU1P2
position	chr10q11	CUBNP3
position	chr10q11	ANKRD54P1
position	chr10q11	ANKRD30BP3
position	chr10q11	MIR3156-1
position	chr10q11	RNU6-1207P
position	chr10q11	CUBNP2
position	chr10q11	OR6D1P
position	chr10q11	OR13A1
position	chr10q11	ALOX5
position	chr10q11	MARCHF8
position	chr10q11	ZFAND4
position	chr10q11	AGAP10P
position	chr10q11	FAM21FP
position	chr10q11	WASHC2C
position	chr10q11	FAM25E
position	chr10q11	AGAP4
position	chr10q11	PARGP1
position	chr10q11	RNA5SP310
position	chr10q11	RPL35AP23
position	chr10q11	TIMM23
position	chr10q11	SNORA74C-1
position	chr10q11	NCOA4
position	chr10q11	MSMB
position	chr10q11	RPL23AP61
position	chr10q11	AGAP7P
position	chr10q11	ANTXRLP1
position	chr10q11	ANTXRL
position	chr10q11	AGAP14P
position	chr10q11	FAM25BP
position	chr10q11	ANXA8L1
position	chr10q11	LINC00842
position	chr10q11	HNRNPA1P33
position	chr10q11	NPY4R
position	chr10q11	GPRIN2
position	chr10q11	SYT15
position	chr10q11	AL356056.2
position	chr10q11	SHLD2P1
position	chr10q11	LINC02637
position	chr10q11	RHEBP1
position	chr10q11	RN7SL248P
position	chr10q11	FAM245B
position	chr10q11	CTSLP3
position	chr10q11	GLUD1P2
position	chr10q11	BMS1P1
position	chr10q11	RNA5SP311
position	chr10q11	AGAP13P
position	chr10q11	FRMPD2B
position	chr10q11	PTPN20
position	chr10q11	GDF10
position	chr10q11	GDF2
position	chr10q11	RBP3
position	chr10q11	ZNF488
position	chr10q11	ANXA8
position	chr10q11	FAM25G
position	chr10q11	AGAP9
position	chr10q11	RNA5SP312
position	chr10q11	BMS1P2
position	chr10q11	BX547991.1
position	chr10q11	CTSLP2
position	chr10q11	LINC02675
position	chr10q11	SHLD2P3
position	chr10q11	RN7SL453P
position	chr10q11	RHEBP2
position	chr10q11	NPY4R2
position	chr10q11	FAM25C
position	chr10q11	AGAP12P
position	chr10q11	RNA5SP315
position	chr10q11	BMS1P7
position	chr10q11	PTPN20CP
position	chr10q11	FRMPD2
position	chr10q11	RPS6P14
position	chr10q11	MAPK8
position	chr10q11	ARHGAP22
position	chr10q11	ARHGAP22-IT1
position	chr10q11	WDFY4
position	chr10q11	RPL13AP19
position	chr10q11	LRRC18
position	chr10q11	MIR4294
position	chr10q11	VSTM4
position	chr10q11	FAM170B-AS1
position	chr10q11	FAM170B
position	chr10q11	TMEM273
position	chr10q11	C10orf71-AS1
position	chr10q11	C10orf71
position	chr10q11	DRGX
position	chr10q11	ERCC6
position	chr10q11	HMGB1P50
position	chr10q11	CHAT
position	chr10q11	SLC18A3
position	chr10q11	C10orf53
position	chr10q11	OGDHL
position	chr10q11	MAPK6P6
position	chr10q11	RPL21P89
position	chr10q11	PARG
position	chr10q11	RPL35AP24
position	chr10q11	TIMM23B
position	chr10q11	TIMM23B-AGAP6
position	chr10q11	SNORA74C-2
position	chr10q11	RNA5SP317
position	chr10q11	AGAP6
position	chr10q11	FAM21EP
position	chr10q11	SLC9A3P3
position	chr10q11	WASHC2A
position	chr10q11	ASAH2
position	chr10q11	SLC9A3P1
position	chr10q11	DYNC1I2P1
position	chr10q11	SGMS1
position	chr10q11	RNU7-107P
position	chr10q11	SGMS1-AS1
position	chr10q11	SHQ1P1
position	chr10q11	BEND3P1
position	chr10q11	NUTM2HP
position	chr10q11	CTSLP4
position	chr10q11	PGGT1BP1
position	chr10q11	ASAH2B
position	chr10q11	A1CF
position	chr10q11	CCDC58P2
position	chr10q11	PRKG1
position	chr10q11	AL731537.1
position	chr10q21	MIR605
position	chr10q21	RSU1P3
position	chr10q21	CSTF2T
position	chr10q21	PRKG1-AS1
position	chr10q21	DKK1
position	chr10q21	RPL31P44
position	chr10q21	THAP12P3
position	chr10q21	LNCAROD
position	chr10q21	MBL2
position	chr10q21	LINC02672
position	chr10q21	SNRPEP8
position	chr10q21	RNA5SP318
position	chr10q21	PCDH15
position	chr10q21	RNU6-687P
position	chr10q21	AL353784.1
position	chr10q21	NEFMP1
position	chr10q21	MIR548F1
position	chr10q21	MTRNR2L5
position	chr10q21	GAPDHP21
position	chr10q21	ZWINT
position	chr10q21	MIR3924
position	chr10q21	MRPS35P3
position	chr10q21	IPMK
position	chr10q21	TPT1P10
position	chr10q21	CISD1
position	chr10q21	UBE2D1
position	chr10q21	TFAM
position	chr10q21	BICC1
position	chr10q21	FAM133CP
position	chr10q21	RN7SKP196
position	chr10q21	LINC00844
position	chr10q21	RPLP1P10
position	chr10q21	TRAF6P1
position	chr10q21	PHYHIPL
position	chr10q21	FAM13C
position	chr10q21	MRPL50P4
position	chr10q21	AC026391.1
position	chr10q21	SLC16A9
position	chr10q21	MRLN
position	chr10q21	CCDC6
position	chr10q21	LINC01553
position	chr10q21	ANK3
position	chr10q21	ARL4AP1
position	chr10q21	ANK3-DT
position	chr10q21	CDK1
position	chr10q21	RHOBTB1
position	chr10q21	RNU2-72P
position	chr10q21	LINC00845
position	chr10q21	TMEM26
position	chr10q21	TMEM26-AS1
position	chr10q21	CABCOCO1
position	chr10q21	LINC02625
position	chr10q21	ARID5B
position	chr10q21	RTKN2
position	chr10q21	LINC02621
position	chr10q21	AC024597.1
position	chr10q21	RN7SL591P
position	chr10q21	ZNF365
position	chr10q21	ALDH7A1P4
position	chr10q21	ADO
position	chr10q21	EGR2
position	chr10q21	RNU6-543P
position	chr10q21	AL590502.1
position	chr10q21	NRBF2
position	chr10q21	JMJD1C
position	chr10q21	TATDN1P1
position	chr10q21	MIR1296
position	chr10q21	PRELID1P3
position	chr10q21	JMJD1C-AS1
position	chr10q21	REEP3
position	chr10q21	MRPL35P2
position	chr10q21	RPL7AP50
position	chr10q21	DBF4P1
position	chr10q21	RPL17P35
position	chr10q21	CYP2C61P
position	chr10q21	ANXA2P3
position	chr10q21	LINC02671
position	chr10q21	NEK4P3
position	chr10q21	MYL6P3
position	chr10q21	LINC01515
position	chr10q21	CTNNA3
position	chr10q21	LRRTM3
position	chr10q21	RPL7AP51
position	chr10q21	MIR7151
position	chr10q21	AKR1B10P1
position	chr10q21	RPL21P92
position	chr10q21	DNAJC12
position	chr10q21	RNU6-1250P
position	chr10q21	RN7SL394P
position	chr10q21	DNAJC19P1
position	chr10q21	RNU6-523P
position	chr10q21	RPL12P8
position	chr10q21	SIRT1
position	chr10q21	HERC4
position	chr10q21	RPS3AP38
position	chr10q21	RN7SL220P
position	chr10q21	POU5F1P5
position	chr10q21	MYPN
position	chr10q21	RN7SKP202
position	chr10q21	ATOH7
position	chr10q21	LINC02640
position	chr10q21	KRT19P4
position	chr10q21	PBLD
position	chr10q21	HNRNPH3
position	chr10q21	RUFY2
position	chr10q21	DNA2
position	chr10q21	RPL26P29
position	chr10q21	RNA5SP319
position	chr10q21	SLC25A16
position	chr10q21	RPL26P27
position	chr10q21	TMEM14DP
position	chr10q21	TET1
position	chr10q21	COX20P1
position	chr10q21	RPS3AP37
position	chr10q21	CCAR1
position	chr10q21	SNORD98
position	chr10q22	STOX1
position	chr10q22	RNU6-697P
position	chr10q22	DDX50
position	chr10q22	RNU6-571P
position	chr10q22	DDX21
position	chr10q22	KIFBP
position	chr10q22	MED28P1
position	chr10q22	ACTBP14
position	chr10q22	SRGN
position	chr10q22	VPS26A
position	chr10q22	RPS12P17
position	chr10q22	SUPV3L1
position	chr10q22	AL596223.1
position	chr10q22	HKDC1
position	chr10q22	HK1
position	chr10q22	RPS15AP28
position	chr10q22	TACR2
position	chr10q22	ATP5MC1P7
position	chr10q22	TSPAN15
position	chr10q22	TMEM256P1
position	chr10q22	NEUROG3
position	chr10q22	MTATP6P23
position	chr10q22	MTCO2P23
position	chr10q22	MTCO1P23
position	chr10q22	MTND2P15
position	chr10q22	MTND1P20
position	chr10q22	FAM241B
position	chr10q22	LINC02651
position	chr10q22	RPL5P26
position	chr10q22	COL13A1
position	chr10q22	LINC02636
position	chr10q22	MACROH2A2
position	chr10q22	AIFM2
position	chr10q22	TYSND1
position	chr10q22	SAR1A
position	chr10q22	CALM2P2
position	chr10q22	RPS25P9
position	chr10q22	PPA1
position	chr10q22	NPFFR1
position	chr10q22	LRRC20
position	chr10q22	CEP57L1P1
position	chr10q22	EIF4EBP2
position	chr10q22	NODAL
position	chr10q22	PALD1
position	chr10q22	YY1P1
position	chr10q22	PRF1
position	chr10q22	ADAMTS14
position	chr10q22	TBATA
position	chr10q22	RPS26P40
position	chr10q22	SGPL1
position	chr10q22	PCBD1
position	chr10q22	LINC02622
position	chr10q22	UNC5B
position	chr10q22	UNC5B-AS1
position	chr10q22	SLC29A3
position	chr10q22	CDH23
position	chr10q22	CDH23-AS1
position	chr10q22	C10orf105
position	chr10q22	VSIR
position	chr10q22	MIR7152
position	chr10q22	PSAP
position	chr10q22	RNU7-38P
position	chr10q22	CHST3
position	chr10q22	SPOCK2
position	chr10q22	ASCC1
position	chr10q22	RPL15P14
position	chr10q22	ANAPC16
position	chr10q22	DDIT4
position	chr10q22	DDIT4-AS1
position	chr10q22	DNAJB12
position	chr10q22	MICU1
position	chr10q22	RNU6-805P
position	chr10q22	AC091769.1
position	chr10q22	RN7SL840P
position	chr10q22	HMGN2P34
position	chr10q22	MCU
position	chr10q22	MIR4676
position	chr10q22	OIT3
position	chr10q22	NPM1P24
position	chr10q22	PLA2G12B
position	chr10q22	RPL17P50
position	chr10q22	P4HA1
position	chr10q22	NUDT13
position	chr10q22	SNORA11F
position	chr10q22	ECD
position	chr10q22	FAM149B1
position	chr10q22	DNAJC9
position	chr10q22	EIF4A2P2
position	chr10q22	DNAJC9-AS1
position	chr10q22	MRPS16
position	chr10q22	CFAP70
position	chr10q22	RNU6-833P
position	chr10q22	ANXA7
position	chr10q22	RPL26P6
position	chr10q22	MSS51
position	chr10q22	PPP3CB
position	chr10q22	PPP3CB-AS1
position	chr10q22	USP54
position	chr10q22	RNU6-883P
position	chr10q22	RPS26P41
position	chr10q22	MYOZ1
position	chr10q22	SYNPO2L
position	chr10q22	AGAP5
position	chr10q22	BMS1P4-AGAP5
position	chr10q22	BMS1P4
position	chr10q22	RNA5SP320
position	chr10q22	GLUD1P3
position	chr10q22	DUSP8P5
position	chr10q22	SEC24C
position	chr10q22	FUT11
position	chr10q22	CHCHD1
position	chr10q22	ZSWIM8
position	chr10q22	ZSWIM8-AS1
position	chr10q22	NDST2
position	chr10q22	CAMK2G
position	chr10q22	PLAU
position	chr10q22	C10orf55
position	chr10q22	VCL
position	chr10q22	AP3M1
position	chr10q22	ADK
position	chr10q22	TIMM9P1
position	chr10q22	RPSAP6
position	chr10q22	RAB5CP1
position	chr10q22	MRPL35P3
position	chr10q22	NDUFA8P1
position	chr10q22	POLR3DP1
position	chr10q22	FAM32CP
position	chr10q22	KAT6B
position	chr10q22	DUPD1
position	chr10q22	PPIAP13
position	chr10q22	DUSP13
position	chr10q22	SAMD8
position	chr10q22	RPS26P42
position	chr10q22	VDAC2
position	chr10q22	COMTD1
position	chr10q22	ZNF503-AS1
position	chr10q22	RPL39P25
position	chr10q22	HMGA1P5
position	chr10q22	SPA17P1
position	chr10q22	ZNF503
position	chr10q22	ZNF503-AS2
position	chr10q22	LRMDA
position	chr10q22	MIR606
position	chr10q22	RN7SL518P
position	chr10q22	RNU6-673P
position	chr10q22	ATP5MC1P8
position	chr10q22	KCNMA1
position	chr10q22	KCNMA1-AS1
position	chr10q22	KCNMA1-AS2
position	chr10q22	KCNMA1-AS3
position	chr10q22	COX6CP15
position	chr10q22	RNA5SP321
position	chr10q22	RNU6-1266P
position	chr10q22	IMPDH1P5
position	chr10q22	DLG5
position	chr10q22	RN7SL284P
position	chr10q22	DLG5-AS1
position	chr10q22	H2AZP5
position	chr10q22	POLR3A
position	chr10q22	RPS24
position	chr10q22	GNAI2P2
position	chr10q22	LINC00595
position	chr10q22	ZMIZ1-AS1
position	chr10q22	ZMIZ1
position	chr10q22	PPIF
position	chr10q22	ZCCHC24
position	chr10q22	TPRX1P1
position	chr10q22	AL133481.2
position	chr10q22	EIF5AL1
position	chr10q22	RPS12P18
position	chr10q22	SFTPA2
position	chr10q22	MBL3P
position	chr10q22	SFTPA3P
position	chr10q22	SFTPA1
position	chr10q22	LINC02679
position	chr10q22	NUTM2B-AS1
position	chr10q22	BEND3P3
position	chr10q22	NUTM2B
position	chr10q22	AL135925.1
position	chr10q22	NUTM2E
position	chr10q22	NPAP1P2
position	chr10q22	CTSLP6
position	chr10q22	PGGT1BP2
position	chr10q22	BMS1P21
position	chr10q22	MBL1P
