interactor_A	interactor_B	confidence_value
Rictor	Akt1	0.996
Gtf2h4	Ccnh	0.996
Ercc3	Ccnh	0.996
Rac1	Kalrn	0.996
Uso1	Scfd1	0.996
Snrpa1	Snrpb	0.996
Prpf19	Snrpb	0.996
Sf3b5	Snrpb	0.996
Lsm7	Snrpb	0.996
Ndufs1	Mt-nd3	0.996
Ndufs8	Mt-nd3	0.996
Rpl3l	Rpl10l	0.996
Rps5	Rpl10l	0.996
Atp5pf	Atp5mg	0.996
Ift74	Ift22	0.996
Gemin6	Gemin7l1	0.996
Mrps35	Mrpl41	0.996
Kif2c	Bub1	0.996
Dsn1	Bub1	0.996
Cenpf	Bub1	0.996
Vhl	Hif1a	0.996
Rpl26	LOC690468	0.996
Rpl10a	LOC690468	0.996
Lsm3	AC096024.2	0.996
Snrpc	AC096024.2	0.996
Phf5a	AC096024.2	0.996
Snrnp70	AC096024.2	0.996
Psmc2	Psma8	0.996
Nup54	Nup155	0.996
Nup85	Nup155	0.996
Tal1	Ldb1	0.996
Mcm6	Orc2	0.996
Becn1	Bcl2l1	0.996
Mad2l1	Cdca8	0.996
Rps13	Rps10	0.996
Fancl	Fanci	0.996
Mrpl23	Mrpl58	0.996
Mrpl19	Mrpl58	0.996
Ndufs3	Mt-nd2	0.996
Ndufs7	Mt-nd2	0.996
Slit2	Robo1	0.996
Emg1	Wdr75	0.996
Utp3	Wdr75	0.996
Imp3	Wdr75	0.996
Gnai2	Gnb1	0.996
Chmp6	Vps25	0.996
Ngf	Ntrk3	0.996
Ntf4	Ntrk3	0.996
Rars1	Kars	0.996
Imp3	Rcl1	0.996
Wdr3	Rcl1	0.996
Tbl3	Rcl1	0.996
Fcf1	Rcl1	0.996
Nop58	Rcl1	0.996
Mphosph10	Rcl1	0.996
Wdr75	Rcl1	0.996
Dcaf13	Rcl1	0.996
Utp18	Rcl1	0.996
Utp6	Rcl1	0.996
Ndufs7	Mt-nd5	0.996
Ndufs3	Mt-nd5	0.996
Polr2b	Gtf2f2	0.996
Prkar2b	Prkaca	0.996
Rps12	Rps29	0.996
Rps2	Rps29	0.996
Rps15a	Rps29	0.996
mrpl24	Mrpl17	0.996
Mrpl21	Mrpl17	0.996
Mrpl2	Mrpl17	0.996
Mrpl15	Mrpl17	0.996
Mrps15	Mrpl17	0.996
Mrps9	Mrpl17	0.996
Uba3	Nae1	0.996
mrpl11	Mrpl4	0.996
mrpl9	Mrpl4	0.996
Mrpl19	Mrpl4	0.996
Mrps9	Mrpl4	0.996
Mrpl32	Mrpl4	0.996
Mrps9	Mrps10	0.996
Mrpl23	Mrps10	0.996
Mios	Nprl2	0.996
Wdr24	Nprl2	0.996
Serpine1	Vtn	0.996
Itgb3bp	Cenpu	0.996
Polr3g	Polr3e	0.996
Polr3f	Polr3e	0.996
Polr2e	Polr3e	0.996
Xiap	Diablo	0.996
Igfbp2	Igf2	0.996
LOC100911372	Rps18l1	0.996
Eif2s1	Rps18l1	0.996
Rps3a	Rps18l1	0.996
Rps13	Rps18l1	0.996
Eif1ax	Rps18l1	0.996
Rps10	Rps18l1	0.996
Rps25	Rps18l1	0.996
Rpl23	Rps18l1	0.996
Rpl15	Rps18l1	0.996
Cd3g	Cd3e	0.996
Cdkn1a	Tp53	0.996
Atm	Tp53	0.996
Tgfbr1	Smad2	0.996
Sart1	Snrnp200	0.996
Cdc5l	Snrnp200	0.996
Snrnp40	Snrnp200	0.996
Uqcrh	Uqcrb	0.996
Ndufs4	LOC100363268	0.996
Ndufa5	LOC100363268	0.996
Ndufb7	LOC100363268	0.996
Ndufa6	LOC100363268	0.996
LOC100360057	LOC108348287	0.996
Mt-nd4l	Mt-nd1	0.996
Rps12	LOC100360841	0.996
Rpl31	LOC100360841	0.996
Rpl27	LOC100360841	0.996
Rpl24	LOC100360841	0.996
Rpl23a	LOC100360841	0.996
Leo1	Supt5h	0.996
Polr2g	Supt5h	0.996
Rps5	LOC689899	0.996
Rpl24	Rpl39	0.996
LOC100360841	Rpl39	0.996
Uba52	Rpl39	0.996
Rpl11	Rpl39	0.996
Cdc16	Cdc26	0.996
Anapc10	Cdc26	0.996
Anapc13	Cdc26	0.996
Brk1	Abi2	0.996
Ndufb2	Ndufa8	0.996
Ndufab1	Ndufa8	0.996
Rpl10a	LOC682793	0.996
Rpl39	LOC682793	0.996
Rpl26	LOC682793	0.996
Eprs	LOC317588	0.996
Plg	Fgb	0.996
Lsm3	LOC100360750	0.996
Thoc6	Da2-19	0.996
Rps5	AABR07065438.1	0.996
Rps16	AABR07065438.1	0.996
Efna2	Epha4	0.996
Efnb3	Epha4	0.996
Cdc27	Anapc11	0.996
Anapc4	Anapc11	0.996
Anapc2	Anapc11	0.996
Anapc16	Anapc11	0.996
Bud31	Eftud2	0.996
Rbm22	Eftud2	0.996
Snrpd2	Eftud2	0.996
Prpf38a	Eftud2	0.996
Snrpd1	Eftud2	0.996
Snrpa1	Eftud2	0.996
Cdc16	Anapc1	0.996
Anapc10	Anapc1	0.996
Mad2l1	Anapc1	0.996
Rcor1	Kdm1a	0.996
AABR07064667.1	AABR07053635.2	0.996
Psen2	Aph1a	0.996
Slc9a1	Chp1	0.996
Ift57	Traf3ip1	0.996
Nop58	Noc4l	0.996
Mphosph10	Noc4l	0.996
Pno1	Noc4l	0.996
Emg1	Noc4l	0.996
Wdr43	Noc4l	0.996
Gatad2a	Chd3	0.996
Atg10	Atg5	0.996
Map1lc3a	Atg5	0.996
Becn1	Atg5	0.996
Cdk12	Ccnk	0.996
Mad2l2	Rev3l	0.996
Rpl23	Rpl30	0.996
Rpl15	Rpl30	0.996
Rpl10a	Rpl30	0.996
Rpl39	Rpl30	0.996
Rpl31	Rpl30	0.996
Rps12	Rpl30	0.996
Psmc3	Psmd9	0.996
Psmc5	Psmd9	0.996
Rpp30	Rpp38	0.996
Rpp25	Rpp38	0.996
Ndufab1	Ndufc1	0.996
Ndufa12	Ndufs2	0.996
AABR07056686.1	Ndufs2	0.996
Ndufa2	Ndufs2	0.996
Ndufa13	Ndufs2	0.996
Ndufab1	Ndufs2	0.996
Ndufc1	Ndufs2	0.996
Gtf2e1	Gtf2e2	0.996
Abi1	Cyfip2	0.996
Commd10	Commd8	0.996
Exoc3	Exoc1	0.996
LOC100911248	Rapgef1	0.996
Bglap	Runx2	0.996
Rpp25	Rpp14	0.996
Ndufa8	Ndufa1	0.996
Ndufv2	Ndufa1	0.996
Ndufb7	Ndufa1	0.996
Ndufa5	Ndufa1	0.996
Bag1	LOC680121	0.996
Flt4	Vegfd	0.996
Pcna	Pole	0.996
Mcm4	Pole	0.996
Mcm2	Pole	0.996
Crnkl1	Cdc40	0.996
Rpl30	Rpl36	0.996
Rpl24	Rpl36	0.996
LOC100360841	Rpl36	0.996
Rpl23a	Rpl36	0.996
Rpl23	Rpl36	0.996
Rpl27	Rpl36	0.996
Rpl26	Rpl36	0.996
Cyfip2	Nckap1l	0.996
Fgf10	Fgfr2	0.996
Dlgap4	Dlg4	0.996
Grin2a	Dlg4	0.996
Dync1i1	Dctn1	0.996
Orc1	Cdc7	0.996
Orc5	Cdc7	0.996
Ift46	Ift52	0.996
Wdr75	Krr1	0.996
Traf6	Tab1	0.996
Lsm3	Ppih	0.996
Snrpd1	Ppih	0.996
Eftud2	Ppih	0.996
Ppp2r2a	Ppp2r1b	0.996
Mis12	Nsl1	0.996
LOC682793	LOC103693375	0.996
Rpl10a	LOC103693375	0.996
Rps12	LOC103693375	0.996
Rpl32	LOC103693375	0.996
Rpl30	LOC103693375	0.996
Rpl26	LOC103693375	0.996
Rpl27	LOC103693375	0.996
Ring1	Bmi1	0.996
Plg	Fga	0.996
Pdcd11	Nol6	0.996
Noc4l	Nol6	0.996
Utp15	Nol6	0.996
Igf1r	Insr	0.996
Ndufb8	AABR07005040.1	0.996
Bcas2	Ctnnbl1	0.996
Casc3	Upf3a	0.996
Atp2a2	Atp2a3	0.996
Bbs1	Ttc8	0.996
Bbs5	Ttc8	0.996
Sf3b5	Sf3b2	0.996
Sf3a3	Sf3b2	0.996
Tomm22	Tomm7	0.996
Uba52	Rps28	0.996
LOC100360057	Rps28	0.996
Rpl23	Rps28	0.996
LOC100360057	Rpl3	0.996
Uvrag	Pik3c3	0.996
Atp6v1b1	Atp6v0a4	0.996
LOC108348062	Eif3k	0.996
Vps4b	Vta1	0.996
Eif1ax	Rps11	0.996
Rps20	Rps11	0.996
Eif3el1	Rps11	0.996
NEWGENE_1582994	Nedd8	0.996
Pdcd11	Nop14	0.996
Utp20	Nop14	0.996
Imp3	Nop14	0.996
Pno1	Nop14	0.996
Dicer1	Tarbp2	0.996
Smc3	Smc5	0.996
Vapa	Osbp	0.996
Mrpl15	Mrpl46	0.996
Mrpl4	Mrpl46	0.996
Mrpl19	Mrpl46	0.996
Mrpl47	Mrpl46	0.996
Prpf19	Ppil1	0.996
Snrpa1	Ppil1	0.996
Bcas2	Ppil1	0.996
Stat1	Jak1	0.996
Ift140	Ift81	0.996
Rps5	Rpl14	0.996
Sympk	Cstf3	0.996
Lig4	Xrcc6	0.996
Nprl3	Depdc5	0.996
Msh2	Pms2	0.996
Vps37a	Ubap1	0.996
Vps37b	Ubap1	0.996
Psmb5	Psmd11	0.996
Pdcd11	Imp4	0.996
Nop58	Imp4	0.996
Nol6	Imp4	0.996
Bms1	Imp4	0.996
Nbn	Rad50	0.996
Orc4	Mcm5	0.996
Pole	Mcm5	0.996
Xab2	Dhx16	0.996
Gucy2d	Guca1a	0.996
Nckap1	Wasf2	0.996
Abi1	Wasf2	0.996
Rbm8a	Magohb	0.996
Stag1	Pds5b	0.996
Egfr	Cbl	0.996
Spry2	Cbl	0.996
Cdk7	Gtf2h1	0.996
Ercc3	Gtf2h1	0.996
Ercc2	Gtf2h1	0.996
Mnat1	Gtf2h1	0.996
Eif2s1	Eif3a	0.996
Mylk	Calm1	0.996
C8g	C8a	0.996
Mlst8	Rheb	0.996
Plau	Plaur	0.996
Snrnp70	Snrpg	0.996
Lcp2	Vav1	0.996
Brk1	Wasf1	0.996
Cyfip2	Wasf1	0.996
Abi1	Wasf1	0.996
Pde6b	Pde6g	0.996
Acly	Fasn	0.996
Cdkn1a	Ccnd3	0.996
Cacng2	Gria1	0.996
Exoc5	LOC103689971	0.996
Exoc8	LOC103689971	0.996
Exoc1	Exoc4	0.996
Hnrnph1	Srsf1	0.996
Snrnp70	Srsf1	0.996
Cstf3	Cstf2t	0.996
Uqcrb	Uqcrq	0.996
Cox5a	Uqcrq	0.996
Atp5mf	LOC100911417	0.996
Atp5pf	LOC100911417	0.996
Abca1	Apoa1	0.996
Cradd	LOC100911519	0.996
Mrpl14	Mrpl40	0.996
Mrpl46	Mrpl40	0.996
Mrpl43	Mrpl40	0.996
Timp2	Mmp14	0.996
Phf5a	Lsm2	0.996
Snrpb	Lsm2	0.996
F2	F2r	0.996
Sf3b1	Sf3b6	0.996
Ifnar1	Ifnar2	0.996
Cdk1	Birc5	0.996
Mad2l1	Birc5	0.996
Eftud2	Snrpd2l	0.996
Lsm3	Snrpd2l	0.996
Rps13	LOC100359951	0.996
Rps29	LOC100359951	0.996
Rps10	LOC100359951	0.996
Snrpc	Snrpd3	0.996
Eftud2	Snrpd3	0.996
Snrpg	Snrpd3	0.996
Snrpd2l	Snrpd3	0.996
Sec61b	AABR07048012.1	0.996
Rps13	LOC100362149	0.996
Rps29	LOC100362149	0.996
Cenph	Cenpo	0.996
Cenpu	Cenpo	0.996
Gldc	Amt	0.996
Lsm7	Lsm6	0.996
Lsm2	Lsm6	0.996
Pola1	Cdc45	0.996
Orc6	Cdc45	0.996
Taf13	Taf12	0.996
Magohb	Eif4a3	0.996
Cdc5l	Eif4a3	0.996
Dync1i1	Dync1h1	0.996
Dctn5	Dync1h1	0.996
Sec13	Nup43	0.996
Cstf3	Cstf2	0.996
Arhgap35	Rhoa	0.996
Arhgef12	Rhoa	0.996
Rock2	Rhoa	0.996
Ndufa5	LOC679739	0.996
Ndufs4	LOC679739	0.996
Pdcd11	Wdr36	0.996
Imp3	Wdr36	0.996
Cd46	C3	0.996
Bbs10	Cct8l1	0.996
Psmd2	Psma2	0.996
Psmd6	Psma2	0.996
Atp6v1e2	Atp6v1c2	0.996
Atp6v1b2	Atp6v1c2	0.996
Atp6v1b1	Atp6v1c2	0.996
Aebp2	Jarid2	0.996
Nup98	Nup214	0.996
Rps15a	LOC108348142	0.996
LOC100360841	LOC108348142	0.996
Rps11	LOC108348142	0.996
Rps28	LOC108348142	0.996
Rpl24	LOC108348142	0.996
Rpl30	LOC108348142	0.996
Rpl32	LOC108348142	0.996
Rpl21	LOC108348142	0.996
Rpl27	LOC108348142	0.996
Rps18l1	LOC108348142	0.996
Mrps18b	Mrps22	0.996
Atp2a2	AABR07005775.1	0.996
Atp2a3	AABR07005775.1	0.996
Amdhd2	Gnpda1	0.996
RT1-DMb	RT1-DMa	0.996
Eloa	Eloc	0.996
Bub1b	Zwint	0.996
Dsn1	Zwint	0.996
Bub1	Zwint	0.996
Ndc80	Zwint	0.996
Nup98	Nup62	0.996
Nup205	Nup62	0.996
Bms1	Bysl	0.996
Ddx49	Bysl	0.996
Nop56	Bysl	0.996
Nol6	Bysl	0.996
Utp3	Bysl	0.996
Nop58	Bysl	0.996
Rrp9	Bysl	0.996
Prkacb	Prkar1a	0.996
Atp5mg	Atp5f1e	0.996
Rb1	E2f2	0.996
Tnnc1	Tnni1	0.996
Tpm1	Tnni1	0.996
Tnfrsf17	Tnfsf13b	0.996
Grik5	Grik2	0.996
Smc3	Esco2	0.996
Ift80	Ift88	0.996
Gtf3c6	Gtf3c3	0.995
Chmp2b	Vps4b	0.995
Sst	Sstr2	0.995
Rfc3	Rfc1	0.995
Cxcl10	Cxcr3	0.995
Atp5me	Atp5pd	0.995
Mrps14	Mrpl27	0.995
Uso1	Gosr2	0.995
Ren	Atp6ap2	0.995
Cd244	Cd48	0.995
Il1a	Il1b	0.995
Sec31a	Sec24a	0.995
Utp3	Utp25	0.995
Rpl19	Rpl7a	0.995
Nuf2	Mad2l1	0.995
Snrpb2	Snrpf	0.995
Wdr19	Ttc21b	0.995
Mad2l1	Cdc27	0.995
Eif2b1	Eif2b2	0.995
Bud31	Plrg1	0.995
Nup88	Nup107	0.995
Mrps7	Mrps16	0.995
Mrpl13	Mrps16	0.995
Rptor	Rraga	0.995
Lztfl1	Bbs5	0.995
Psmb8	Psmc6	0.995
Ddx39b	Thoc2	0.995
Atp5pd	Atp5mc1	0.995
Pwp2	Utp11	0.995
Nop56	Utp11	0.995
Nuf2	Bub1b	0.995
Crcp	Polr3f	0.995
LOC100911372	Rpl15	0.995
Ints7	Ints8	0.995
Rpa1	Rpa3	0.995
Ndufa12	Ndufb11	0.995
Ddx39b	Thoc5	0.995
Sarnp	Thoc5	0.995
Rpl26	Rps20	0.995
Rpl26	Rps7	0.995
Rpl15	Rps7	0.995
Ift57	Ift74	0.995
Mrpl13	Mrpl35	0.995
Atp6v1c1	Atp6v1d	0.995
Sec61b	Sec62	0.995
Mrps18c	Chchd1	0.995
Ndufb4	Ndufb9	0.995
Crk	Abl1	0.995
Rnf43	Rspo1	0.995
Cyp51	Sqle	0.995
Polr3f	Polr3d	0.995
Crcp	Polr3d	0.995
Rpl10a	Rpl4	0.995
Rpl26	Rpl4	0.995
Ssrp1	Leo1	0.995
Mrps14	Mrps2	0.995
Xab2	Isy1	0.995
Cd86	Cd28	0.995
Mrpl13	Mrps23	0.995
Traf3	Tlr4	0.995
Polr2k	Twistnb	0.995
Cox4i2	Cox6c	0.995
C1d	Exosc10	0.995
Isy1	Crnkl1	0.995
Aqr	Crnkl1	0.995
Prpf8	Crnkl1	0.995
Ehhadh	Hadhb	0.995
Hadhb	Hadh	0.995
Rpl15	Rpl29	0.995
Ccr1	Ccl5	0.995
Rpl29	LOC100360057	0.995
Ucn	Crhr2	0.995
Twistnb	Polr2f	0.995
Polr2h	Polr2f	0.995
Idh3b	Idh3a	0.995
Pigk	Pigs	0.995
Snapc1	Snapc3	0.995
Psmc6	LOC100360846	0.995
Psmb8	Psmc3	0.995
Ndufa12	Ndufs1	0.995
Mrpl15	Mrpl47	0.995
Rpl15	AABR07026997.1	0.995
Atp6v1f	Atp6v1b2	0.995
Atp6v1c1	Atp6v1b2	0.995
Tex10	Las1l	0.995
Ndufs3	Ndufb3	0.995
Mrpl37	Mrps30	0.995
Brca2	Xrcc3	0.995
Ifng	Ifngr1	0.995
Rps20	Rps3a	0.995
Serping1	C1s	0.995
Col5a2	NEWGENE_621351	0.995
Chm	Rab7a	0.995
Sod1	Txn1	0.995
Apex1	Nthl1	0.995
Ndufb11	Ndufc2	0.995
Cnot6l	Cnot1	0.995
Cnot8	Cnot1	0.995
Il17ra	Il17f	0.995
Cox6c	Uqcrh	0.995
Prpf38a	Snrpa1	0.995
Ndufb3	Ndufv2	0.995
Efnb1	Ephb2	0.995
Cpsf2	Wdr33	0.995
Orc3	Mcm3	0.995
Leo1	Wdr61	0.995
Mrpl19	Mrpl3	0.995
Fcf1	Emg1	0.995
Eif2s1	Eif3m	0.995
Ncf1	Cyba	0.995
Alox5ap	Alox5	0.995
LOC100360846	Psmb5	0.995
Ints4	Ints9	0.995
Cry1	Csnk1e	0.995
Mcm3	Pola1	0.995
Mcm4	Pola1	0.995
Mcm7	Pola1	0.995
Polr3d	Polr2e	0.995
Znrd1	Polr2e	0.995
Crcp	Polr2e	0.995
Polr3f	Polr2e	0.995
Utp20	Tbl3	0.995
Utp11	Tbl3	0.995
Gtf2h3	Ercc3	0.995
Cdk1	Ndc80	0.995
Gemin2	Snrpd1	0.995
Atg14	Pik3r4	0.995
Vps39	Vps18	0.995
Psph	Psat1	0.995
Mrpl38	Mrpl21	0.995
Il6	Il6st	0.995
Cyba	Nox4	0.995
Tsc1	Tbc1d7	0.995
Ndufaf1	Acad9	0.995
Rpl15	Rpl35	0.995
Rpl19	Rpl27a	0.995
Arpc1a	Arpc2	0.995
Pola1	Pold2	0.995
Arpc3	Arpc5l	0.995
Arpc2	Arpc5l	0.995
Ndufb11	Ndufb10	0.995
Ephb1	Efnb2	0.995
Inhba	Acvr2b	0.995
Xab2	Dhx38	0.995
Cwc25	Dhx38	0.995
Phf5a	Prpf4	0.995
Snrpf	Sf3b5	0.995
Mrpl19	Mrpl43	0.995
Mrpl13	Mrpl43	0.995
Mrps7	Mrpl43	0.995
Mrpl15	Mrpl43	0.995
Glo1	Hagh	0.995
Bub1b	Ube2c	0.995
Mad2l1	Ube2c	0.995
Mrpl27	Mrpl44	0.995
Mrpl38	Mrpl44	0.995
Mrps18c	Mrps5	0.995
Mrps15	Mrps5	0.995
Tbp	Taf8	0.995
Psma3l	Usp14	0.995
Psmb1	Usp14	0.995
Ints14	Ints3	0.995
C1d	Exosc9	0.995
Bet1	Ykt6	0.995
Gnb2	Gng10	0.995
Il13	Il4r	0.995
Rbl2	E2f4	0.995
Mcm6	Ccna2	0.995
Mcm4	Ccna2	0.995
Snrpc	Snrpd2	0.995
Ints3	Nabp1	0.995
Mrps15	Mrpl32	0.995
Mrps18c	Mrpl32	0.995
Gip	Gipr	0.995
Vps4b	Chmp1a	0.995
Cnot6l	Cnot9	0.995
Supt4h1	Polr2d	0.995
Polr3f	Polr3g	0.995
Mrps14	Mrps9	0.995
AABR07021945.1	Mrps9	0.995
Mrps15	Mrps9	0.995
Mrps18b	Mrps9	0.995
Map3k7	Tab2	0.995
Ift80	Ift140	0.995
Rps27a	Rps12	0.995
Rps7	Rps12	0.995
Rpl23	Rps12	0.995
Commd10	Commd3	0.995
Rpa3	Mcm2	0.995
Ddx49	Utp15	0.995
Gtf3c5	Gtf3c1	0.995
Sos1	Hras	0.995
Snrpd1	LOC687679	0.995
Utp11	Nop58	0.995
Fcf1	Nop58	0.995
Babam2	Uimc1	0.995
Commd3	Commd2	0.995
Elp2	Elp1	0.995
Grpr	Grp	0.995
Atp5mc1	Atp5f1a	0.995
Fzr1	Ube2s	0.995
Coq3	Coq7	0.995
Nop56	Imp3	0.995
Ndufc2	Ndufs8	0.995
Ndufb11	Ndufs8	0.995
Atp6v1b1	Atp6v0d1	0.995
Atp6v1c1	Atp6v0d1	0.995
Anapc13	Cdc16	0.995
Fzr1	Cdc16	0.995
Cdc27	Cdc16	0.995
Bub1b	Cdc16	0.995
Ndufa10l1	Ndufa2	0.995
Snrpf	Sf3b3	0.995
Snrpb2	Sf3b3	0.995
Plrg1	Sf3b3	0.995
Snrpd1	Sf3b3	0.995
Emc3	Emc8	0.995
Ccr7	Ccl21	0.995
Casp8	Ripk1	0.995
Timp1	Mmp9	0.995
Ncstn	Aph1b	0.995
Mnat1	Ercc2	0.995
Mrpl13	Mrpl2	0.995
Mrpl47	Mrpl2	0.995
Mrps9	Mrpl2	0.995
Mrps16	Mrpl2	0.995
Vps37b	Mvb12a	0.995
Rragc	Lamtor5	0.995
Ndufc2	Ndufv1	0.995
Ndufa5	Ndufv1	0.995
Tubgcp6	Tubgcp2	0.995
Uqcr11	Uqcrfs1	0.995
Cox6c	Uqcrfs1	0.995
Rps7	Rps15a	0.995
Eif1ax	Rps15a	0.995
Rpl35	Rps15a	0.995
Rpl26	Rps15a	0.995
Rpl29	Rps15a	0.995
Anapc13	Anapc10	0.995
Bub1b	Anapc10	0.995
Fzr1	Anapc10	0.995
Anapc16	Anapc10	0.995
Sec11c	Spcs2	0.995
Rfc3	Rad17	0.995
Znrd1	Polr1b	0.995
Cry2	Per3	0.995
Cry1	Per3	0.995
Mrps23	Mrps11	0.995
Cx3cl1	Cx3cr1	0.995
Snap25	Vamp1	0.995
Mrps23	Mrpl20	0.995
Mrpl3	Mrpl20	0.995
Mrpl32	Mrpl20	0.995
Mrpl47	Mrpl20	0.995
Mrpl48	Mrpl20	0.995
Rpl32	Rpl17	0.995
Rps3a	Rpl17	0.995
Rps23	Rpsa	0.995
Topbp1	Rad9a	0.995
Rad1	Rad9a	0.995
Bet1	Sec22b	0.995
Rpp21	Rpp25	0.995
Rpp21	Rpp30	0.995
Rpl26	Rpl18a	0.995
Rps15a	Rpl18a	0.995
Rpl17	Rpl18a	0.995
Uqcrfs1	Cox5a	0.995
Xab2	Bcas2	0.995
Prpf8	Bcas2	0.995
Snrnp40	Bcas2	0.995
Cdk1	Plk1	0.995
Polr3h	Polr1c	0.995
Blm	Rmi1	0.995
Psmb8	Psmc4	0.995
Cct8	Cct3	0.995
Abhd5	LOC100911615	0.995
Tada3	Taf10	0.995
Mrpl55	Mrpl51	0.995
Bbs9	Bbs2	0.995
Dlgap1	Shank1	0.995
Tada3	Sgf29	0.995
E2f4	Tfdp1	0.995
Fos	Egr1	0.995
Otulin	Rnf31	0.995
Ap4s1	Ap4b1	0.995
Rpl10a	Etf1	0.995
Rpl23	Etf1	0.995
Psma4	Psmb10	0.995
Psma6	Psmb10	0.995
Dcp1b	Edc3	0.995
Mrpl27	Mrps18a	0.995
Msl1	Kat8	0.995
Eif1ax	Rps5	0.995
Rpsa	Rps5	0.995
Gnb2	Gng3	0.995
Gnb3	Gng3	0.995
Snrpa1	Lsm7	0.995
Phf5a	Lsm7	0.995
Snrpa1	Lsm4	0.995
Eif1ax	Rps16	0.995
Rps2	Rps16	0.995
Timm10	Timm13	0.995
Jak3	Stat5a	0.995
Atp6v1d	Atp6v0b	0.995
Mrpl13	Mrpl14	0.995
Il10	Stat3	0.995
Capzb	Actr1a	0.995
Usp14	Psma5	0.995
Rragc	Lamtor2	0.995
Anapc10	Anapc15	0.995
Anapc16	Anapc15	0.995
Mrpl2	Mrps12	0.995
Mrpl19	Mrps12	0.995
Mrps14	Mrps12	0.995
Rps15a	Uba52	0.995
Rpl34	Uba52	0.995
Rpl4	Uba52	0.995
Mrpl44	mrpl11	0.995
Mrpl37	mrpl11	0.995
Mrpl15	mrpl11	0.995
Mrpl20	mrpl11	0.995
Tbp	Taf7	0.995
Ndufs3	Ndufaf3	0.995
Cwc27	Cdc5l	0.995
Prpf8	Cdc5l	0.995
Aqr	Cdc5l	0.995
Cwc15	Cdc5l	0.995
Smg8	Upf1	0.995
Smg6	Upf1	0.995
Mlst8	Akt1s1	0.995
Taf10	Taf5	0.995
Wdr46	Pdcd11	0.995
Utp15	Pdcd11	0.995
Tbl3	Pdcd11	0.995
Nop56	Pdcd11	0.995
Taf10	Taf13	0.995
Utp11	Utp4	0.995
Sec13	Nup98	0.995
Mrpl32	Mrpl23	0.995
Mrpl27	Mrpl23	0.995
Mrpl55	Mrpl23	0.995
Mrps23	Dap3	0.995
Mrpl3	Dap3	0.995
Mrpl47	Mrpl28	0.995
Mrpl13	Mrpl28	0.995
Gadd45gip1	Mrpl28	0.995
Mrpl38	Mrpl28	0.995
Prpf8	Sart1	0.995
LOC100360057	Rpl13a	0.995
Rpl26	Rpl13a	0.995
Rplp1	Rpl13a	0.995
Rpl4	Rpl13a	0.995
Rpl18a	Rpl13a	0.995
Rpl35	Rpl13a	0.995
AABR07026997.1	Rpl13a	0.995
Ndufa5	Ndufa13	0.995
Ndufa2	Ndufa13	0.995
Ndufv2	Ndufa13	0.995
Ndufb5	Ndufa13	0.995
Dbt	Bckdha	0.995
Blm	Mus81	0.995
Anapc4	Bub3	0.995
C1d	Exosc5	0.995
Rps27	Rpl27	0.995
Rpl13a	Rpl27	0.995
Rpl29	Rpl27	0.995
AABR07037009.1	Lin7b	0.995
Snrpa1	Snrnp70	0.995
Snrpa	Snrnp70	0.995
Cul3	Keap1	0.995
Sf3a3	Prpf19	0.995
Snrnp40	Prpf19	0.995
Pold2	Pola2	0.995
Pold1	Pola2	0.995
Pole2	Pola2	0.995
Mrpl20	Mrpl49	0.995
Mrpl48	Mrpl49	0.995
Rpl4	LOC687780	0.995
Rps3a	LOC687780	0.995
Mrps18a	Mrpl16	0.995
Mrpl14	Mrpl16	0.995
Mrpl13	Mrpl16	0.995
Mrpl15	Mrpl16	0.995
Mrpl20	Mrpl16	0.995
Mrpl1	Mrpl16	0.995
Omg	Mag	0.995
Rpl17	Rpl18	0.995
Rpl35	Rpl18	0.995
Rpl26	Rpl18	0.995
Rps12	Rpl18	0.995
Rplp1	Rpl18	0.995
Psmb10	Psmd4	0.995
Psmd5	Psmd4	0.995
Psmb8	Psmd4	0.995
N6amt1	Trmt112	0.995
Sf3a2	Sf3b4	0.995
Sf3b3	Sf3b4	0.995
Phf5a	Sf3b4	0.995
Snrpb2	Rbm8a	0.995
Mrps34	Mrps26	0.995
Mrps9	Mrps26	0.995
mrpl9	Mrps26	0.995
Mrps31	Mrps26	0.995
Pold3	Pcna	0.995
Pclaf	Pcna	0.995
Mus81	Eme1	0.995
Grin2b	Grin1	0.995
Atp5me	Atp5mf	0.995
Ing5	Kat7	0.995
Nxf1	Upf3b	0.995
Cyp51	Fdft1	0.995
Bbs7	Bbs4	0.995
Gnb4	Gng13	0.995
Gnb3	Gng13	0.995
Pdhx	Pdha1	0.995
Tubgcp6	Mzt1	0.995
Cdc5l	Ddx46	0.995
Supt4h1	Polr2b	0.995
Rpl32	Rpl31	0.995
Rps3a	Rpl31	0.995
AABR07026997.1	Rpl31	0.995
Pex2	Pex10	0.995
Pex7	Pex10	0.995
Ifnb1	Ifnar1	0.995
Ndufaf1	Tmem126b	0.995
Ecsit	Tmem126b	0.995
Smad7	Smurf1	0.995
U2af2	Hnrnpm	0.995
Polr2g	Ints5	0.995
Mcm2	Cdk2	0.995
Cdt1	Cdk2	0.995
Becn1	Map1lc3a	0.995
Rln3	Rxfp3	0.995
Plk4	Cep135	0.995
Mrpl19	Mrpl33	0.995
Mrpl27	Mrpl33	0.995
Mrpl32	Mrpl33	0.995
Mrps9	Mrpl33	0.995
Mrps16	Mrpl33	0.995
Rps27a	Rps25	0.995
Pwp2	Rrp7a	0.995
